year,month,date,prefectureNameJ,prefectureNameE,testedPositive,peopleTested,hospitalized,serious,discharged,deaths,effectiveReproductionNumber
2020,1,26,大阪府,Osaka,0.0,1.0,,,,,
2020,1,26,佐賀県,Saga,0.0,,,,,,
2020,1,26,埼玉県,Saitama,0.0,,,,,,
2020,1,26,滋賀県,Shiga,0.0,,,,,,
2020,1,26,島根県,Shimane,0.0,,,,,,
2020,1,26,静岡県,Shizuoka,0.0,,,,,,
2020,1,26,栃木県,Tochigi,0.0,,,,,,
2020,1,26,徳島県,Tokushima,0.0,,,,,,
2020,1,26,東京都,Tokyo,2.0,,,,,,
2020,1,26,鳥取県,Tottori,0.0,,,,,,
2020,1,26,富山県,Toyama,0.0,,,,,,
2020,1,26,和歌山県,Wakayama,0.0,,,,,,
2020,1,26,山形県,Yamagata,0.0,,,,,,
2020,1,26,山口県,Yamaguchi,0.0,,,,,,
2020,1,26,山梨県,Yamanashi,0.0,,,,,,
2020,1,27,愛知県,Aichi,1.0,,,,,,
2020,1,27,秋田県,Akita,0.0,,,,,,
2020,1,27,青森県,Aomori,0.0,,,,,,
2020,1,27,千葉県,Chiba,0.0,,,,,,
2020,1,27,愛媛県,Ehime,0.0,,,,,,
2020,1,27,福井県,Fukui,0.0,,,,,,
2020,1,27,福岡県,Fukuoka,0.0,,,,,,
2020,1,27,福島県,Fukushima,0.0,,,,,,
2020,1,27,岐阜県,Gifu,0.0,,,,,,
2020,1,27,群馬県,Gunma,0.0,,,,,,
2020,1,27,広島県,Hiroshima,0.0,,,,,,
2020,1,27,北海道,Hokkaido,0.0,,,,,,
2020,1,27,兵庫県,Hyogo,0.0,,,,,,
2020,1,27,茨城県,Ibaraki,0.0,,,,,,
2020,1,27,石川県,Ishikawa,0.0,,,,,,
2020,1,27,岩手県,Iwate,0.0,,,,,,
2020,1,27,香川県,Kagawa,0.0,,,,,,
2020,1,27,鹿児島県,Kagoshima,0.0,,,,,,
2020,1,27,神奈川県,Kanagawa,1.0,,,,,,
2020,1,27,高知県,Kochi,0.0,,,,,,
2020,1,27,熊本県,Kumamoto,0.0,,,,,,
2020,1,27,京都府,Kyoto,0.0,,,,,,
2020,1,27,三重県,Mie,0.0,,,,,,
2020,1,27,宮城県,Miyagi,0.0,,,,,,
2020,1,27,宮崎県,Miyazaki,0.0,,,,,,
2020,1,27,長野県,Nagano,0.0,,,,,,
2020,1,27,長崎県,Nagasaki,0.0,,,,,,
2020,1,27,奈良県,Nara,0.0,,,,,,
2020,1,27,新潟県,Niigata,0.0,,,,,,
2020,1,27,大分県,Oita,0.0,,,,,,
2020,1,27,岡山県,Okayama,0.0,,,,,,
2020,1,27,沖縄県,Okinawa,0.0,,,,,,
2020,1,27,大阪府,Osaka,0.0,2.0,,,,,
2020,1,27,佐賀県,Saga,0.0,,,,,,
2020,1,27,埼玉県,Saitama,0.0,,,,,,
2020,1,27,滋賀県,Shiga,0.0,,,,,,
2020,1,27,島根県,Shimane,0.0,,,,,,
2020,1,27,静岡県,Shizuoka,0.0,,,,,,
2020,1,27,栃木県,Tochigi,0.0,,,,,,
2020,1,27,徳島県,Tokushima,0.0,,,,,,
2020,1,27,東京都,Tokyo,2.0,,,,,,
2020,1,27,鳥取県,Tottori,0.0,,,,,,
2020,1,27,富山県,Toyama,0.0,,,,,,
2020,1,27,和歌山県,Wakayama,0.0,,,,,,
2020,1,27,山形県,Yamagata,0.0,,,,,,
2020,1,27,山口県,Yamaguchi,0.0,,,,,,
2020,1,27,山梨県,Yamanashi,0.0,,,,,,
2020,1,28,愛知県,Aichi,2.0,,,,,,
2020,1,28,秋田県,Akita,0.0,,,,,,
2020,1,28,青森県,Aomori,0.0,,,,,,
2020,1,28,千葉県,Chiba,0.0,,,,,,
2020,1,28,愛媛県,Ehime,0.0,,,,,,
2020,1,28,福井県,Fukui,0.0,,,,,,
2020,1,28,福岡県,Fukuoka,0.0,,,,,,
2020,1,28,福島県,Fukushima,0.0,,,,,,
2020,1,28,岐阜県,Gifu,0.0,,,,,,
2020,1,28,群馬県,Gunma,0.0,,,,,,
2020,1,28,広島県,Hiroshima,0.0,,,,,,
2020,1,28,北海道,Hokkaido,1.0,,,,,,
2020,1,28,兵庫県,Hyogo,0.0,,,,,,
2020,1,28,茨城県,Ibaraki,0.0,,,,,,
2020,1,28,石川県,Ishikawa,0.0,,,,,,
2020,1,28,岩手県,Iwate,0.0,,,,,,
2020,1,28,香川県,Kagawa,0.0,,,,,,
2020,1,28,鹿児島県,Kagoshima,0.0,,,,,,
2020,1,28,神奈川県,Kanagawa,1.0,,,,,,
2020,1,28,高知県,Kochi,0.0,,,,,,
2020,1,28,熊本県,Kumamoto,0.0,,,,,,
2020,1,28,京都府,Kyoto,0.0,,,,,,
2020,1,28,三重県,Mie,0.0,,,,,,
2020,1,28,宮城県,Miyagi,0.0,,,,,,
2020,1,28,宮崎県,Miyazaki,0.0,,,,,,
2020,1,28,長野県,Nagano,0.0,,,,,,
2020,1,28,長崎県,Nagasaki,0.0,,,,,,
2020,1,28,奈良県,Nara,1.0,,,,,,
2020,1,28,新潟県,Niigata,0.0,,,,,,
2020,1,28,大分県,Oita,0.0,,,,,,
2020,1,28,岡山県,Okayama,0.0,,,,,,
2020,1,28,沖縄県,Okinawa,0.0,,,,,,
2020,1,28,大阪府,Osaka,0.0,3.0,,,,,
2020,1,28,佐賀県,Saga,0.0,,,,,,
2020,1,28,埼玉県,Saitama,0.0,,,,,,
2020,1,28,滋賀県,Shiga,0.0,,,,,,
2020,1,28,島根県,Shimane,0.0,,,,,,
2020,1,28,静岡県,Shizuoka,0.0,,,,,,
2020,1,28,栃木県,Tochigi,0.0,,,,,,
2020,1,28,徳島県,Tokushima,0.0,,,,,,
2020,1,28,東京都,Tokyo,2.0,,,,,,
2020,1,28,鳥取県,Tottori,0.0,,,,,,
2020,1,28,富山県,Toyama,0.0,,,,,,
2020,1,28,和歌山県,Wakayama,0.0,,,,,,
2020,1,28,山形県,Yamagata,0.0,,,,,,
2020,1,28,山口県,Yamaguchi,0.0,,,,,,
2020,1,28,山梨県,Yamanashi,0.0,,,,,,
2020,1,29,愛知県,Aichi,2.0,,,,,,
2020,1,29,秋田県,Akita,0.0,,,,,,
2020,1,29,青森県,Aomori,0.0,,,,,,
2020,1,29,千葉県,Chiba,0.0,,,,,,
2020,1,29,愛媛県,Ehime,0.0,,,,,,
2020,1,29,福井県,Fukui,0.0,,,,,,
2020,1,29,福岡県,Fukuoka,0.0,,,,,,
2020,1,29,福島県,Fukushima,0.0,,,,,,
2020,1,29,岐阜県,Gifu,0.0,,,,,,
2020,1,29,群馬県,Gunma,0.0,,,,,,
2020,1,29,広島県,Hiroshima,0.0,,,,,,
2020,1,29,北海道,Hokkaido,1.0,,,,,,
2020,1,29,兵庫県,Hyogo,0.0,,,,,,
2020,1,29,茨城県,Ibaraki,0.0,,,,,,
2020,1,29,石川県,Ishikawa,0.0,,,,,,
2020,1,29,岩手県,Iwate,0.0,,,,,,
2020,1,29,香川県,Kagawa,0.0,,,,,,
2020,1,29,鹿児島県,Kagoshima,0.0,,,,,,
2020,1,29,神奈川県,Kanagawa,1.0,,,,,,
2020,1,29,高知県,Kochi,0.0,,,,,,
2020,1,29,熊本県,Kumamoto,0.0,,,,,,
2020,1,29,京都府,Kyoto,0.0,,,,,,
2020,1,29,三重県,Mie,0.0,,,,,,
2020,1,29,宮城県,Miyagi,0.0,,,,,,
2020,1,29,宮崎県,Miyazaki,0.0,,,,,,
2020,1,29,長野県,Nagano,0.0,,,,,,
2020,1,29,長崎県,Nagasaki,0.0,,,,,,
2020,1,29,奈良県,Nara,1.0,,,,,,
2020,1,29,新潟県,Niigata,0.0,,,,,,
2020,1,29,大分県,Oita,0.0,,,,,,
2020,1,29,岡山県,Okayama,0.0,,,,,,
2020,1,29,沖縄県,Okinawa,0.0,,,,,,
2020,1,29,大阪府,Osaka,1.0,3.0,,,,,
2020,1,29,佐賀県,Saga,0.0,,,,,,
2020,1,29,埼玉県,Saitama,0.0,,,,,,
2020,1,29,滋賀県,Shiga,0.0,,,,,,
2020,1,29,島根県,Shimane,0.0,,,,,,
2020,1,29,静岡県,Shizuoka,0.0,,,,,,
2020,1,29,栃木県,Tochigi,0.0,,,,,,
2020,1,29,徳島県,Tokushima,0.0,,,,,,
2020,1,29,東京都,Tokyo,2.0,,,,,,
2020,1,29,鳥取県,Tottori,0.0,,,,,,
2020,1,29,富山県,Toyama,0.0,,,,,,
2020,1,29,和歌山県,Wakayama,0.0,,,,,,
2020,1,29,山形県,Yamagata,0.0,,,,,,
2020,1,29,山口県,Yamaguchi,0.0,,,,,,
2020,1,29,山梨県,Yamanashi,0.0,,,,,,
2020,1,30,愛知県,Aichi,2.0,,,,,,
2020,1,30,秋田県,Akita,0.0,,,,,,
2020,1,30,青森県,Aomori,0.0,,,,,,
2020,1,30,千葉県,Chiba,1.0,,,,,,
2020,1,30,愛媛県,Ehime,0.0,,,,,,
2020,1,30,福井県,Fukui,0.0,,,,,,
2020,1,30,福岡県,Fukuoka,0.0,,,,,,
2020,1,30,福島県,Fukushima,0.0,,,,,,
2020,1,30,岐阜県,Gifu,0.0,,,,,,
2020,1,30,群馬県,Gunma,0.0,,,,,,
2020,1,30,広島県,Hiroshima,0.0,,,,,,
2020,1,30,北海道,Hokkaido,1.0,,,,,,
2020,1,30,兵庫県,Hyogo,0.0,,,,,,
2020,1,30,茨城県,Ibaraki,0.0,,,,,,
2020,1,30,石川県,Ishikawa,0.0,,,,,,
2020,1,30,岩手県,Iwate,0.0,,,,,,
2020,1,30,香川県,Kagawa,0.0,,,,,,
2020,1,30,鹿児島県,Kagoshima,0.0,,,,,,
2020,1,30,神奈川県,Kanagawa,1.0,,,,,,
2020,1,30,高知県,Kochi,0.0,,,,,,
2020,1,30,熊本県,Kumamoto,0.0,,,,,,
2020,1,30,京都府,Kyoto,1.0,,,,,,
2020,1,30,三重県,Mie,1.0,,,,,,
2020,1,30,宮城県,Miyagi,0.0,,,,,,
2020,1,30,宮崎県,Miyazaki,0.0,,,,,,
2020,1,30,長野県,Nagano,0.0,,,,,,
2020,1,30,長崎県,Nagasaki,0.0,,,,,,
2020,1,30,奈良県,Nara,1.0,,,,,,
2020,1,30,新潟県,Niigata,0.0,,,,,,
2020,1,30,大分県,Oita,0.0,,,,,,
2020,1,30,岡山県,Okayama,0.0,,,,,,
2020,1,30,沖縄県,Okinawa,0.0,,,,,,
2020,1,30,大阪府,Osaka,1.0,3.0,,,,,
2020,1,30,佐賀県,Saga,0.0,,,,,,
2020,1,30,埼玉県,Saitama,0.0,,,,,,
2020,1,30,滋賀県,Shiga,0.0,,,,,,
2020,1,30,島根県,Shimane,0.0,,,,,,
2020,1,30,静岡県,Shizuoka,0.0,,,,,,
2020,1,30,栃木県,Tochigi,0.0,,,,,,
2020,1,30,徳島県,Tokushima,0.0,,,,,,
2020,1,30,東京都,Tokyo,3.0,,,,,,
2020,1,30,鳥取県,Tottori,0.0,,,,,,
2020,1,30,富山県,Toyama,0.0,,,,,,
2020,1,30,和歌山県,Wakayama,0.0,,,,,,
2020,1,30,山形県,Yamagata,0.0,,,,,,
2020,1,30,山口県,Yamaguchi,0.0,,,,,,
2020,1,30,山梨県,Yamanashi,0.0,,,,,,
2020,1,31,愛知県,Aichi,2.0,,,,,,
2020,1,31,秋田県,Akita,0.0,,,,,,
2020,1,31,青森県,Aomori,0.0,,,,,,
2020,1,31,千葉県,Chiba,1.0,,,,,,
2020,1,31,愛媛県,Ehime,0.0,,,,,,
2020,1,31,福井県,Fukui,0.0,,,,,,
2020,1,31,福岡県,Fukuoka,0.0,,,,,,
2020,1,31,福島県,Fukushima,0.0,,,,,,
2020,1,31,岐阜県,Gifu,0.0,,,,,,
2020,1,31,群馬県,Gunma,0.0,,,,,,
2020,1,31,広島県,Hiroshima,0.0,,,,,,
2020,1,31,北海道,Hokkaido,1.0,,,,,,
2020,1,31,兵庫県,Hyogo,0.0,,,,,,
2020,1,31,茨城県,Ibaraki,0.0,,,,,,
2020,1,31,石川県,Ishikawa,0.0,,,,,,
2020,1,31,岩手県,Iwate,0.0,,,,,,
2020,1,31,香川県,Kagawa,0.0,,,,,,
2020,1,31,鹿児島県,Kagoshima,0.0,,,,,,
2020,1,31,神奈川県,Kanagawa,1.0,,,,,,
2020,1,31,高知県,Kochi,0.0,,,,,,
2020,1,31,熊本県,Kumamoto,0.0,,,,,,
2020,1,31,京都府,Kyoto,1.0,,,,,,
2020,1,31,三重県,Mie,1.0,,,,,,
2020,1,31,宮城県,Miyagi,0.0,,,,,,
2020,1,31,宮崎県,Miyazaki,0.0,,,,,,
2020,1,31,長野県,Nagano,0.0,,,,,,
2020,1,31,長崎県,Nagasaki,0.0,,,,,,
2020,1,31,奈良県,Nara,1.0,,,,,,
2020,1,31,新潟県,Niigata,0.0,,,,,,
2020,1,31,大分県,Oita,0.0,,,,,,
2020,1,31,岡山県,Okayama,0.0,,,,,,
2020,1,31,沖縄県,Okinawa,0.0,,,,,,
2020,1,31,大阪府,Osaka,1.0,4.0,,,,,
2020,1,31,佐賀県,Saga,0.0,,,,,,
2020,1,31,埼玉県,Saitama,0.0,,,,,,
2020,1,31,滋賀県,Shiga,0.0,,,,,,
2020,1,31,島根県,Shimane,0.0,,,,,,
2020,1,31,静岡県,Shizuoka,0.0,,,,,,
2020,1,31,栃木県,Tochigi,0.0,,,,,,
2020,1,31,徳島県,Tokushima,0.0,,,,,,
2020,1,31,東京都,Tokyo,3.0,,,,,,
2020,1,31,鳥取県,Tottori,0.0,,,,,,
2020,1,31,富山県,Toyama,0.0,,,,,,
2020,1,31,和歌山県,Wakayama,0.0,,,,,,
2020,1,31,山形県,Yamagata,0.0,,,,,,
2020,1,31,山口県,Yamaguchi,0.0,,,,,,
2020,1,31,山梨県,Yamanashi,0.0,,,,,,
2020,2,1,愛知県,Aichi,2.0,,,,,,
2020,2,1,秋田県,Akita,0.0,,,,,,
2020,2,1,青森県,Aomori,0.0,,,,,,
2020,2,1,千葉県,Chiba,1.0,,,,,,
2020,2,1,愛媛県,Ehime,0.0,,,,,,
2020,2,1,福井県,Fukui,0.0,,,,,,
2020,2,1,福岡県,Fukuoka,0.0,,,,,,
2020,2,1,福島県,Fukushima,0.0,,,,,,
2020,2,1,岐阜県,Gifu,0.0,,,,,,
2020,2,1,群馬県,Gunma,0.0,,,,,,
2020,2,1,広島県,Hiroshima,0.0,,,,,,
2020,2,1,北海道,Hokkaido,1.0,,,,,,
2020,2,1,兵庫県,Hyogo,0.0,,,,,,
2020,2,1,茨城県,Ibaraki,0.0,,,,,,
2020,2,1,石川県,Ishikawa,0.0,,,,,,
2020,2,1,岩手県,Iwate,0.0,,,,,,
2020,2,1,香川県,Kagawa,0.0,,,,,,
2020,2,1,鹿児島県,Kagoshima,0.0,,,,,,
2020,2,1,神奈川県,Kanagawa,1.0,,,,,,
2020,2,1,高知県,Kochi,0.0,,,,,,
2020,2,1,熊本県,Kumamoto,0.0,,,,,,
2020,2,1,京都府,Kyoto,1.0,,,,,,
2020,2,1,三重県,Mie,1.0,,,,,,
2020,2,1,宮城県,Miyagi,0.0,,,,,,
2020,2,1,宮崎県,Miyazaki,0.0,,,,,,
2020,2,1,長野県,Nagano,0.0,,,,,,
2020,2,1,長崎県,Nagasaki,0.0,,,,,,
2020,2,1,奈良県,Nara,1.0,,,,,,
2020,2,1,新潟県,Niigata,0.0,,,,,,
2020,2,1,大分県,Oita,0.0,,,,,,
2020,2,1,岡山県,Okayama,0.0,,,,,,
2020,2,1,沖縄県,Okinawa,0.0,,,,,,
2020,2,1,大阪府,Osaka,1.0,9.0,,,,,
2020,2,1,佐賀県,Saga,0.0,,,,,,
2020,2,1,埼玉県,Saitama,0.0,,,,,,
2020,2,1,滋賀県,Shiga,0.0,,,,,,
2020,2,1,島根県,Shimane,0.0,,,,,,
2020,2,1,静岡県,Shizuoka,0.0,,,,,,
2020,2,1,栃木県,Tochigi,0.0,,,,,,
2020,2,1,徳島県,Tokushima,0.0,,,,,,
2020,2,1,東京都,Tokyo,3.0,,,,,,
2020,2,1,鳥取県,Tottori,0.0,,,,,,
2020,2,1,富山県,Toyama,0.0,,,,,,
2020,2,1,和歌山県,Wakayama,0.0,,,,,,
2020,2,1,山形県,Yamagata,0.0,,,,,,
2020,2,1,山口県,Yamaguchi,0.0,,,,,,
2020,2,1,山梨県,Yamanashi,0.0,,,,,,
2020,2,2,愛知県,Aichi,2.0,,,,,,
2020,2,2,秋田県,Akita,0.0,,,,,,
2020,2,2,青森県,Aomori,0.0,,,,,,
2020,2,2,千葉県,Chiba,1.0,,,,,,
2020,2,2,愛媛県,Ehime,0.0,,,,,,
2020,2,2,福井県,Fukui,0.0,,,,,,
2020,2,2,福岡県,Fukuoka,0.0,,,,,,
2020,2,2,福島県,Fukushima,0.0,,,,,,
2020,2,2,岐阜県,Gifu,0.0,,,,,,
2020,2,2,群馬県,Gunma,0.0,,,,,,
2020,2,2,広島県,Hiroshima,0.0,,,,,,
2020,2,2,北海道,Hokkaido,1.0,,,,,,
2020,2,2,兵庫県,Hyogo,0.0,,,,,,
2020,2,2,茨城県,Ibaraki,0.0,,,,,,
2020,2,2,石川県,Ishikawa,0.0,,,,,,
2020,2,2,岩手県,Iwate,0.0,,,,,,
2020,2,2,香川県,Kagawa,0.0,,,,,,
2020,2,2,鹿児島県,Kagoshima,0.0,,,,,,
2020,2,2,神奈川県,Kanagawa,1.0,,,,,,
2020,2,2,高知県,Kochi,0.0,,,,,,
2020,2,2,熊本県,Kumamoto,0.0,,,,,,
2020,2,2,京都府,Kyoto,1.0,,,,,,
2020,2,2,三重県,Mie,1.0,,,,,,
2020,2,2,宮城県,Miyagi,0.0,,,,,,
2020,2,2,宮崎県,Miyazaki,0.0,,,,,,
2020,2,2,長野県,Nagano,0.0,,,,,,
2020,2,2,長崎県,Nagasaki,0.0,,,,,,
2020,2,2,奈良県,Nara,1.0,,,,,,
2020,2,2,新潟県,Niigata,0.0,,,,,,
2020,2,2,大分県,Oita,0.0,,,,,,
2020,2,2,岡山県,Okayama,0.0,,,,,,
2020,2,2,沖縄県,Okinawa,0.0,,,,,,
2020,2,2,大阪府,Osaka,1.0,9.0,,,,,
2020,2,2,佐賀県,Saga,0.0,,,,,,
2020,2,2,埼玉県,Saitama,0.0,,,,,,
2020,2,2,滋賀県,Shiga,0.0,,,,,,
2020,2,2,島根県,Shimane,0.0,,,,,,
2020,2,2,静岡県,Shizuoka,0.0,,,,,,
2020,2,2,栃木県,Tochigi,0.0,,,,,,
2020,2,2,徳島県,Tokushima,0.0,,,,,,
2020,2,2,東京都,Tokyo,3.0,,,,,,
2020,2,2,鳥取県,Tottori,0.0,,,,,,
2020,2,2,富山県,Toyama,0.0,,,,,,
2020,2,2,和歌山県,Wakayama,0.0,,,,,,
2020,2,2,山形県,Yamagata,0.0,,,,,,
2020,2,2,山口県,Yamaguchi,0.0,,,,,,
2020,2,2,山梨県,Yamanashi,0.0,,,,,,
2020,2,3,愛知県,Aichi,2.0,,,,,,
2020,2,3,秋田県,Akita,0.0,,,,,,
2020,2,3,青森県,Aomori,0.0,,,,,,
2020,2,3,千葉県,Chiba,1.0,,,,,,
2020,2,3,愛媛県,Ehime,0.0,,,,,,
2020,2,3,福井県,Fukui,0.0,,,,,,
2020,2,3,福岡県,Fukuoka,0.0,,,,,,
2020,2,3,福島県,Fukushima,0.0,,,,,,
2020,2,3,岐阜県,Gifu,0.0,,,,,,
2020,2,3,群馬県,Gunma,0.0,,,,,,
2020,2,3,広島県,Hiroshima,0.0,,,,,,
2020,2,3,北海道,Hokkaido,1.0,,,,,,
2020,2,3,兵庫県,Hyogo,0.0,,,,,,
2020,2,3,茨城県,Ibaraki,0.0,,,,,,
2020,2,3,石川県,Ishikawa,0.0,,,,,,
2020,2,3,岩手県,Iwate,0.0,,,,,,
2020,2,3,香川県,Kagawa,0.0,,,,,,
2020,2,3,鹿児島県,Kagoshima,0.0,,,,,,
2020,2,3,神奈川県,Kanagawa,1.0,,,,,,
2020,2,3,高知県,Kochi,0.0,,,,,,
2020,2,3,熊本県,Kumamoto,0.0,,,,,,
2020,2,3,京都府,Kyoto,1.0,,,,,,
2020,2,3,三重県,Mie,1.0,,,,,,
2020,2,3,宮城県,Miyagi,0.0,,,,,,
2020,2,3,宮崎県,Miyazaki,0.0,,,,,,
2020,2,3,長野県,Nagano,0.0,,,,,,
2020,2,3,長崎県,Nagasaki,0.0,,,,,,
2020,2,3,奈良県,Nara,1.0,,,,,,
2020,2,3,新潟県,Niigata,0.0,,,,,,
2020,2,3,大分県,Oita,0.0,,,,,,
2020,2,3,岡山県,Okayama,0.0,,,,,,
2020,2,3,沖縄県,Okinawa,0.0,,,,,,
2020,2,3,大阪府,Osaka,1.0,9.0,,,,,
2020,2,3,佐賀県,Saga,0.0,,,,,,
2020,2,3,埼玉県,Saitama,0.0,,,,,,
2020,2,3,滋賀県,Shiga,0.0,,,,,,
2020,2,3,島根県,Shimane,0.0,,,,,,
2020,2,3,静岡県,Shizuoka,0.0,,,,,,
2020,2,3,栃木県,Tochigi,0.0,,,,,,
2020,2,3,徳島県,Tokushima,0.0,,,,,,
2020,2,3,東京都,Tokyo,3.0,,,,,,
2020,2,3,鳥取県,Tottori,0.0,,,,,,
2020,2,3,富山県,Toyama,0.0,,,,,,
2020,2,3,和歌山県,Wakayama,0.0,,,,,,
2020,2,3,山形県,Yamagata,0.0,,,,,,
2020,2,3,山口県,Yamaguchi,0.0,,,,,,
2020,2,3,山梨県,Yamanashi,0.0,,,,,,
2020,2,4,愛知県,Aichi,2.0,,,,,,
2020,2,4,秋田県,Akita,0.0,,,,,,
2020,2,4,青森県,Aomori,0.0,,,,,,
2020,2,4,千葉県,Chiba,2.0,,,,,,
2020,2,4,愛媛県,Ehime,0.0,,,,,,
2020,2,4,福井県,Fukui,0.0,,,,,,
2020,2,4,福岡県,Fukuoka,0.0,,,,,,
2020,2,4,福島県,Fukushima,0.0,,,,,,
2020,2,4,岐阜県,Gifu,0.0,,,,,,
2020,2,4,群馬県,Gunma,0.0,,,,,,
2020,2,4,広島県,Hiroshima,0.0,,,,,,
2020,2,4,北海道,Hokkaido,1.0,,,,,,
2020,2,4,兵庫県,Hyogo,0.0,,,,,,
2020,2,4,茨城県,Ibaraki,0.0,,,,,,
2020,2,4,石川県,Ishikawa,0.0,,,,,,
2020,2,4,岩手県,Iwate,0.0,,,,,,
2020,2,4,香川県,Kagawa,0.0,,,,,,
2020,2,4,鹿児島県,Kagoshima,0.0,,,,,,
2020,2,4,神奈川県,Kanagawa,1.0,,,,,,
2020,2,4,高知県,Kochi,0.0,,,,,,
2020,2,4,熊本県,Kumamoto,0.0,,,,,,
2020,2,4,京都府,Kyoto,1.0,,,,,,
2020,2,4,三重県,Mie,1.0,,,,,,
2020,2,4,宮城県,Miyagi,0.0,,,,,,
2020,2,4,宮崎県,Miyazaki,0.0,,,,,,
2020,2,4,長野県,Nagano,0.0,,,,,,
2020,2,4,長崎県,Nagasaki,0.0,,,,,,
2020,2,4,奈良県,Nara,1.0,,,,,,
2020,2,4,新潟県,Niigata,0.0,,,,,,
2020,2,4,大分県,Oita,0.0,,,,,,
2020,2,4,岡山県,Okayama,0.0,,,,,,
2020,2,4,沖縄県,Okinawa,0.0,,,,,,
2020,2,4,大阪府,Osaka,1.0,9.0,,,,,
2020,2,4,佐賀県,Saga,0.0,,,,,,
2020,2,4,埼玉県,Saitama,0.0,,,,,,
2020,2,4,滋賀県,Shiga,0.0,,,,,,
2020,2,4,島根県,Shimane,0.0,,,,,,
2020,2,4,静岡県,Shizuoka,0.0,,,,,,
2020,2,4,栃木県,Tochigi,0.0,,,,,,
2020,2,4,徳島県,Tokushima,0.0,,,,,,
2020,2,4,東京都,Tokyo,3.0,,,,,,
2020,2,4,鳥取県,Tottori,0.0,,,,,,
2020,2,4,富山県,Toyama,0.0,,,,,,
2020,2,4,和歌山県,Wakayama,0.0,,,,,,
2020,2,4,山形県,Yamagata,0.0,,,,,,
2020,2,4,山口県,Yamaguchi,0.0,,,,,,
2020,2,4,山梨県,Yamanashi,0.0,,,,,,
2020,2,5,愛知県,Aichi,2.0,,,,,,
2020,2,5,秋田県,Akita,0.0,,,,,,
2020,2,5,青森県,Aomori,0.0,,,,,,
2020,2,5,千葉県,Chiba,3.0,,,,,,
2020,2,5,愛媛県,Ehime,0.0,,,,,,
2020,2,5,福井県,Fukui,0.0,,,,,,
2020,2,5,福岡県,Fukuoka,0.0,,,,,,
2020,2,5,福島県,Fukushima,0.0,,,,,,
2020,2,5,岐阜県,Gifu,0.0,,,,,,
2020,2,5,群馬県,Gunma,0.0,,,,,,
2020,2,5,広島県,Hiroshima,0.0,,,,,,
2020,2,5,北海道,Hokkaido,1.0,,,,,,
2020,2,5,兵庫県,Hyogo,0.0,,,,,,
2020,2,5,茨城県,Ibaraki,0.0,,,,,,
2020,2,5,石川県,Ishikawa,0.0,,,,,,
2020,2,5,岩手県,Iwate,0.0,,,,,,
2020,2,5,香川県,Kagawa,0.0,,,,,,
2020,2,5,鹿児島県,Kagoshima,0.0,,,,,,
2020,2,5,神奈川県,Kanagawa,1.0,,,,,,
2020,2,5,高知県,Kochi,0.0,,,,,,
2020,2,5,熊本県,Kumamoto,0.0,,,,,,
2020,2,5,京都府,Kyoto,2.0,,,,,,
2020,2,5,三重県,Mie,1.0,,,,,,
2020,2,5,宮城県,Miyagi,0.0,,,,,,
2020,2,5,宮崎県,Miyazaki,0.0,,,,,,
2020,2,5,長野県,Nagano,0.0,,,,,,
2020,2,5,長崎県,Nagasaki,0.0,,,,,,
2020,2,5,奈良県,Nara,1.0,,,,,,
2020,2,5,新潟県,Niigata,0.0,,,,,,
2020,2,5,大分県,Oita,0.0,,,,,,
2020,2,5,岡山県,Okayama,0.0,,,,,,
2020,2,5,沖縄県,Okinawa,0.0,,,,,,
2020,2,5,大阪府,Osaka,1.0,9.0,,,,,
2020,2,5,佐賀県,Saga,0.0,,,,,,
2020,2,5,埼玉県,Saitama,0.0,,,,,,
2020,2,5,滋賀県,Shiga,0.0,,,,,,
2020,2,5,島根県,Shimane,0.0,,,,,,
2020,2,5,静岡県,Shizuoka,0.0,,,,,,
2020,2,5,栃木県,Tochigi,0.0,,,,,,
2020,2,5,徳島県,Tokushima,0.0,,,,,,
2020,2,5,東京都,Tokyo,3.0,,,,,,
2020,2,5,鳥取県,Tottori,0.0,,,,,,
2020,2,5,富山県,Toyama,0.0,,,,,,
2020,2,5,和歌山県,Wakayama,0.0,,,,,,
2020,2,5,山形県,Yamagata,0.0,,,,,,
2020,2,5,山口県,Yamaguchi,0.0,,,,,,
2020,2,5,山梨県,Yamanashi,0.0,,,,,,
2020,2,6,愛知県,Aichi,2.0,,,,,,
2020,2,6,秋田県,Akita,0.0,,,,,,
2020,2,6,青森県,Aomori,0.0,,,,,,
2020,2,6,千葉県,Chiba,3.0,,,,,,
2020,2,6,愛媛県,Ehime,0.0,,,,,,
2020,2,6,福井県,Fukui,0.0,,,,,,
2020,2,6,福岡県,Fukuoka,0.0,,,,,,
2020,2,6,福島県,Fukushima,0.0,,,,,,
2020,2,6,岐阜県,Gifu,0.0,,,,,,
2020,2,6,群馬県,Gunma,0.0,,,,,,
2020,2,6,広島県,Hiroshima,0.0,,,,,,
2020,2,6,北海道,Hokkaido,1.0,,,,,,
2020,2,6,兵庫県,Hyogo,0.0,,,,,,
2020,2,6,茨城県,Ibaraki,0.0,,,,,,
2020,2,6,石川県,Ishikawa,0.0,,,,,,
2020,2,6,岩手県,Iwate,0.0,,,,,,
2020,2,6,香川県,Kagawa,0.0,,,,,,
2020,2,6,鹿児島県,Kagoshima,0.0,,,,,,
